,y_test,y_hat,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
11502,0,0,0.6,0.52,3,183,2,0,0,0,support,low
12590,1,1,0.38,0.55,2,148,3,0,1,0,support,low
5687,0,0,0.52,0.77,4,134,4,0,0,0,technical,low
2543,0,0,0.21,0.65,5,223,3,1,0,0,sales,low
10275,0,0,0.72,0.5,4,245,3,0,0,0,support,medium
12575,1,1,0.39,0.49,2,129,3,0,1,0,technical,medium
3512,0,0,0.52,0.92,3,214,3,0,0,0,accounting,low
11409,0,0,0.87,0.87,5,207,2,0,0,0,sales,high
10190,0,0,0.85,0.72,3,150,2,1,0,0,technical,low
11205,0,0,0.77,0.89,4,153,7,0,0,0,sales,medium
11495,0,0,0.77,0.75,3,170,7,0,0,0,sales,low
7339,0,0,0.51,0.59,4,187,3,0,0,0,sales,low
10207,0,0,0.53,0.56,5,236,4,1,0,0,support,high
1278,1,1,0.38,0.56,2,148,3,0,1,0,technical,medium
1570,1,1,0.4,0.48,2,139,3,0,1,0,technical,low
6440,0,0,0.14,0.74,4,117,5,0,0,0,accounting,medium
4326,0,0,0.5,0.87,3,252,2,0,0,0,support,low
6439,0,0,0.18,0.92,5,251,4,0,0,0,accounting,medium
2048,0,0,0.48,0.85,3,279,4,0,0,0,IT,low
5550,0,0,0.38,0.77,3,173,5,0,0,0,support,medium
6615,0,0,0.52,0.98,4,272,2,0,0,0,support,low
14164,0,0,0.48,0.72,3,143,4,0,0,0,sales,medium
14397,1,1,0.09,0.85,6,297,4,0,1,0,hr,medium
3860,0,0,0.88,0.89,2,160,4,0,0,0,support,low
11302,0,0,0.66,0.49,4,157,3,0,0,0,sales,low
4676,0,0,0.97,0.79,2,272,2,0,0,0,sales,medium
11239,0,0,0.82,0.85,3,214,2,0,0,0,support,high
2236,0,0,0.39,0.36,3,168,3,1,0,0,sales,low
156,1,1,0.83,1.0,5,240,5,0,1,0,support,low
7107,0,0,0.99,0.79,3,271,4,0,0,0,marketing,high
14786,1,1,0.39,0.49,2,129,3,0,1,0,technical,medium
9646,0,0,0.56,0.89,4,263,3,0,0,0,accounting,low
11834,0,0,0.53,1.0,3,164,4,0,0,0,IT,medium
5159,0,0,0.65,0.66,5,165,3,0,0,0,support,medium
14421,1,1,0.43,0.46,2,156,3,0,1,0,technical,low
11360,0,0,0.62,0.75,5,165,4,0,0,0,sales,medium
7857,0,0,0.36,0.63,2,278,4,0,0,0,RandD,low
6810,0,0,0.55,0.9,4,191,3,0,0,0,sales,low
14126,0,0,0.94,0.99,2,157,3,0,0,0,sales,medium
10945,0,0,0.24,0.42,5,210,5,0,0,0,accounting,low
5597,0,0,0.5,0.68,4,274,4,0,0,0,sales,medium
11950,0,0,0.49,0.88,4,244,3,0,0,0,sales,low
5744,0,0,0.75,0.69,3,274,2,0,0,0,sales,medium
10995,0,0,0.67,0.49,3,224,3,0,0,0,IT,low
1529,1,1,0.4,0.47,2,152,3,0,1,0,accounting,low
5459,0,0,0.66,0.75,3,228,2,0,0,0,technical,low
2016,0,0,0.9,0.66,3,231,3,0,0,0,hr,medium
1002,1,1,0.42,0.5,2,141,3,0,1,0,sales,medium
13991,0,0,0.82,0.67,4,156,3,0,0,0,product_mng,low
4832,0,0,0.74,0.99,5,146,2,0,0,0,sales,low
9562,0,0,0.76,0.74,3,173,2,0,0,0,sales,low
7094,0,0,0.56,0.64,3,262,2,1,0,0,RandD,low
11573,0,0,0.24,0.81,6,263,7,0,0,0,management,high
12521,1,1,0.74,0.99,4,233,5,0,1,0,IT,low
10933,0,0,0.58,0.97,3,274,4,1,0,1,sales,medium
542,1,1,0.77,0.91,5,236,5,0,1,0,marketing,medium
2097,0,0,0.94,0.83,2,185,3,1,0,0,technical,medium
10832,0,0,0.47,0.53,3,111,4,0,0,0,RandD,medium
7296,0,0,0.53,0.4,5,212,3,1,0,0,technical,medium
5738,0,0,0.54,0.68,3,158,3,0,0,0,sales,low
8907,0,0,0.23,0.79,5,196,5,1,0,0,support,low
4876,0,0,0.8,0.93,3,260,3,0,0,0,product_mng,low
11664,0,0,0.89,0.59,3,265,8,0,0,0,RandD,low
786,1,1,0.78,0.93,5,225,5,0,1,0,sales,low
4944,0,0,0.91,0.53,3,273,6,0,0,0,management,low
1307,1,1,0.44,0.5,2,135,3,0,1,0,sales,low
8719,0,0,0.73,0.59,6,121,5,0,0,0,sales,low
13323,0,0,0.85,0.94,5,235,4,0,0,0,sales,low
11749,0,0,0.49,0.88,4,240,8,0,0,0,product_mng,medium
6689,0,0,0.83,0.94,3,160,3,0,0,0,support,low
3663,0,0,0.24,0.7,5,172,4,0,0,0,sales,high
10989,0,0,0.17,0.55,6,240,6,0,0,0,RandD,low
6429,0,0,0.4,0.51,3,120,6,0,0,0,sales,medium
9829,0,0,0.98,0.76,5,168,3,0,0,0,technical,low
8690,0,0,0.4,0.79,5,181,5,0,0,0,IT,medium
634,1,1,0.82,0.92,5,225,5,0,1,0,sales,low
11483,0,0,0.7,0.63,3,157,2,0,0,0,RandD,medium
10441,0,0,0.21,0.69,3,144,6,1,0,0,IT,low
2314,0,0,0.13,0.43,4,165,5,0,0,0,sales,low
6959,0,0,0.79,0.84,4,171,3,0,0,0,sales,low
33,1,1,0.45,0.55,2,140,3,0,1,0,hr,low
1578,1,1,0.1,0.96,6,310,5,0,1,0,support,low
6900,0,0,0.79,0.74,4,222,2,0,0,0,accounting,medium
2262,0,0,0.61,0.39,3,99,2,0,0,0,support,low
5285,0,0,0.57,0.39,3,193,6,0,0,0,sales,medium
1816,1,1,0.43,0.5,2,152,3,0,1,0,management,medium
9776,0,0,0.56,0.57,2,112,4,0,0,0,management,medium
14363,1,1,0.37,0.52,2,143,3,0,1,0,marketing,low
8356,0,0,0.95,0.43,6,283,2,0,0,0,technical,low
10591,0,0,0.98,0.79,5,257,4,0,0,0,technical,medium
7444,0,0,0.91,0.77,4,239,2,0,0,0,technical,medium
8720,0,0,0.98,0.88,4,145,2,0,0,0,sales,low
2496,0,0,0.58,0.69,3,146,4,0,0,0,support,low
10072,0,0,0.75,1.0,4,222,2,1,0,0,accounting,high
4609,0,0,0.98,0.79,4,138,3,0,0,0,accounting,low
1904,1,1,0.1,0.78,5,285,4,1,1,0,RandD,medium
7396,0,0,0.53,0.61,4,198,2,0,0,0,product_mng,low
13225,0,0,0.52,0.89,3,188,6,0,0,0,marketing,medium
12732,1,1,0.85,0.58,3,226,2,0,1,0,support,medium
12754,1,1,0.66,0.93,5,253,5,0,1,0,product_mng,low
14181,0,0,0.14,0.38,5,115,6,1,0,0,marketing,high
7742,0,0,0.89,0.79,4,152,3,0,0,0,hr,low
9176,0,0,0.17,0.52,4,184,4,0,0,0,sales,low
3992,0,0,0.53,0.75,4,201,2,0,0,0,sales,low
8602,0,0,0.26,0.7,5,214,6,1,0,0,support,low
8890,0,0,0.58,0.61,4,200,3,0,0,0,technical,low
6606,0,0,0.63,0.5,4,167,3,1,0,0,technical,medium
2332,0,0,0.96,0.68,4,162,2,0,0,0,technical,medium
5847,0,1,0.77,0.85,5,221,5,0,0,0,technical,low
8493,0,0,0.74,0.58,4,178,4,0,0,0,sales,medium
9268,0,0,0.54,0.48,6,196,2,0,0,0,hr,medium
8990,0,0,0.75,0.92,3,199,3,1,0,0,management,low
8313,0,0,0.22,0.76,4,176,6,1,0,0,product_mng,high
41,1,1,0.45,0.48,2,158,3,0,1,0,technical,low
3405,0,0,0.69,0.96,3,210,3,0,0,0,support,low
9463,0,0,0.37,0.62,4,253,2,0,0,0,marketing,medium
4451,0,0,0.87,0.68,5,187,3,0,0,0,sales,low
4014,0,0,0.81,0.78,4,159,3,0,0,0,support,low
5351,0,0,0.76,0.97,3,271,3,0,0,0,sales,low
9153,0,0,0.41,0.45,3,236,2,0,0,0,RandD,medium
502,1,1,0.11,0.87,7,282,5,0,1,0,technical,low
8846,0,0,0.48,0.47,3,160,3,0,0,0,product_mng,medium
14320,1,1,0.4,0.49,2,155,3,0,1,0,hr,medium
13154,0,0,0.91,0.74,3,150,2,0,0,0,accounting,medium
4160,0,0,0.68,0.91,4,162,3,1,0,0,technical,medium
4657,0,0,0.95,0.76,3,236,2,1,0,0,sales,medium
7284,0,0,0.74,0.87,3,192,3,1,0,0,hr,low
13198,0,0,0.54,0.73,3,157,3,0,0,0,RandD,low
476,1,1,0.11,0.87,5,271,4,0,1,0,sales,low
1558,1,0,0.14,0.61,6,291,5,0,1,0,hr,medium
11683,0,0,0.96,0.6,3,160,10,0,0,0,support,medium
8779,0,0,0.82,0.73,3,148,4,0,0,0,sales,high
4574,0,0,0.7,0.98,4,194,2,0,0,0,IT,medium
4776,0,0,0.63,0.64,3,243,3,0,0,0,technical,medium
3919,0,0,0.64,0.95,4,199,4,0,0,0,accounting,medium
12315,1,1,0.73,0.86,4,245,6,0,1,0,sales,low
8229,0,0,0.65,0.56,3,230,2,0,0,0,IT,high
11324,0,0,0.23,0.94,5,242,4,0,0,0,support,medium
8262,0,0,0.55,0.71,4,223,3,0,0,0,sales,medium
5663,0,0,0.55,0.9,5,237,3,0,0,0,sales,medium
3748,0,0,0.8,0.58,5,127,3,0,0,0,sales,low
8284,0,0,0.64,0.94,3,150,2,0,0,0,technical,medium
8406,0,0,0.57,0.54,3,157,4,1,0,0,sales,high
6825,0,0,0.53,0.92,3,199,2,0,0,0,hr,medium
7947,0,0,0.98,0.73,2,237,3,0,0,0,sales,medium
13857,0,0,0.88,0.51,3,211,7,0,0,0,sales,medium
8445,0,0,0.7,0.8,5,245,4,0,0,0,support,high
8261,0,0,0.6,0.61,3,195,3,0,0,0,sales,medium
9343,0,0,0.99,0.92,5,213,2,0,0,0,hr,high
13860,0,0,0.91,0.77,3,195,7,0,0,0,sales,medium
11517,0,0,0.49,0.54,4,215,4,0,0,0,IT,medium
236,1,1,0.4,0.53,2,151,3,0,1,0,marketing,low
250,1,1,0.79,0.87,5,261,5,0,1,0,sales,low
7780,0,0,0.31,0.59,4,138,2,0,0,0,RandD,low
8571,0,0,0.86,0.65,5,166,3,0,0,0,sales,medium
13278,0,0,0.51,0.62,4,185,3,0,0,0,management,low
8353,0,0,0.88,0.75,4,159,2,0,0,0,hr,high
10731,0,0,0.89,0.57,4,176,4,0,0,0,support,high
12362,1,1,0.41,0.54,2,145,3,0,1,0,support,low
4373,0,0,0.87,0.51,4,233,3,0,0,0,sales,low
7524,0,0,0.92,0.84,3,220,3,1,0,0,technical,high
3259,0,0,0.62,0.58,3,202,2,0,0,0,support,medium
4334,0,0,0.72,0.72,4,175,4,0,0,0,technical,low
2475,0,0,0.32,0.42,2,99,4,0,0,0,technical,low
13507,0,0,0.69,0.73,4,257,10,1,0,0,sales,medium
963,1,1,0.37,0.51,2,140,3,0,1,0,support,medium
6588,0,0,0.47,0.71,2,241,4,0,0,0,sales,low
1512,1,1,0.45,0.52,2,143,3,0,1,0,IT,medium
10651,0,0,0.13,0.76,5,219,4,0,0,0,technical,low
2993,0,0,0.66,0.52,3,149,4,1,0,0,sales,medium
14199,0,0,0.49,0.49,3,104,7,0,0,0,product_mng,high
13484,0,0,0.51,0.55,2,102,7,0,0,1,management,medium
12667,1,1,0.91,0.97,4,274,6,0,1,0,technical,low
169,1,1,0.45,0.57,2,158,3,0,1,0,sales,low
12233,1,1,0.42,0.56,2,134,3,0,1,0,support,low
13176,0,0,0.66,0.89,4,169,4,0,0,0,support,low
5175,0,0,0.62,0.92,5,149,3,0,0,0,IT,low
11172,0,0,0.67,0.52,4,207,3,0,0,0,IT,medium
14359,1,1,0.84,0.88,4,263,5,1,1,0,marketing,low
8568,0,0,0.68,0.61,6,236,3,0,0,0,sales,medium
1641,1,1,0.41,0.56,2,154,3,0,1,0,technical,low
12997,0,0,0.94,0.88,4,262,2,0,0,0,sales,medium
5067,0,0,0.89,0.62,5,144,2,0,0,0,hr,low
6623,0,0,0.52,0.66,5,184,3,0,0,0,IT,low
4568,0,0,0.53,0.8,4,204,3,0,0,0,IT,medium
1982,1,1,0.11,0.79,6,247,4,0,1,0,RandD,medium
14613,1,1,0.74,1.0,5,275,5,0,1,0,sales,low
14959,1,1,0.59,1.0,2,155,5,0,1,0,sales,low
14415,1,1,0.87,0.9,5,254,6,0,1,0,support,low
1320,1,1,0.1,0.86,6,306,4,0,1,0,sales,high
12377,1,1,0.44,0.56,2,158,3,0,1,0,accounting,medium
4567,0,0,0.66,0.81,2,201,3,0,0,0,IT,medium
6746,0,0,0.85,0.97,4,104,5,0,0,0,accounting,low
7229,0,0,0.79,0.66,3,154,4,0,0,0,support,medium
3831,0,0,0.94,0.71,4,151,2,1,0,0,sales,low
5846,0,0,0.72,0.92,3,264,3,0,0,0,technical,low
5124,0,0,0.23,0.48,5,221,6,0,0,0,sales,medium
13049,0,0,0.73,0.98,5,272,2,0,0,0,marketing,low
6080,0,0,0.31,0.61,4,97,2,0,0,0,support,low
3727,0,0,0.81,0.52,3,255,5,0,0,0,IT,medium
5254,0,0,0.64,0.87,3,239,4,0,0,0,product_mng,low
1256,1,1,0.41,0.48,2,126,3,0,1,0,technical,low
10330,0,0,0.88,0.62,4,237,2,0,0,0,sales,medium
5007,0,0,0.84,0.94,4,246,2,1,0,0,support,medium
1917,1,1,0.37,0.45,2,149,3,0,1,0,sales,low
1056,1,1,0.45,0.56,2,143,3,0,1,0,product_mng,low
12704,1,1,0.74,0.54,5,216,3,0,1,0,sales,low
2377,0,0,0.61,0.55,5,266,2,0,0,0,sales,medium
14834,1,1,0.36,0.52,2,146,3,0,1,0,sales,medium
6159,0,0,0.63,0.97,5,146,3,0,0,0,support,low
3678,0,0,0.92,0.96,3,154,2,1,0,0,sales,low
4112,0,0,0.88,0.98,3,160,2,0,0,0,product_mng,medium
405,1,1,0.47,0.5,4,254,4,0,1,0,sales,low
14311,1,1,0.38,0.52,2,154,3,0,1,0,sales,medium
456,1,1,0.86,0.93,5,223,5,0,1,0,RandD,medium
499,1,1,0.89,0.95,2,181,5,0,1,0,technical,medium
12922,0,0,0.57,0.91,3,193,2,0,0,0,sales,low
6188,0,0,0.76,0.99,3,216,3,0,0,0,marketing,low
11061,0,0,0.9,0.73,2,203,4,0,0,0,support,medium
12457,1,1,0.77,1.0,4,255,5,0,1,0,RandD,medium
2131,0,0,0.82,0.93,4,185,2,0,0,0,RandD,medium
3083,0,0,0.46,0.49,3,213,3,0,0,0,accounting,low
5605,0,0,0.51,0.82,3,206,4,0,0,0,hr,medium
14209,0,0,0.33,0.65,3,172,10,0,0,1,marketing,high
815,1,1,0.8,0.97,4,218,5,1,1,0,support,medium
9827,0,0,0.54,0.53,3,203,2,0,0,0,support,low
6671,0,0,0.95,0.42,3,189,2,1,0,0,hr,medium
11971,0,0,0.85,0.89,4,150,3,0,0,0,accounting,high
13871,0,0,0.52,0.69,5,208,8,1,0,0,RandD,low
11744,0,0,0.48,0.89,4,145,3,0,0,0,sales,low
9858,0,0,0.6,0.73,2,180,2,0,0,0,sales,high
8671,0,0,0.58,0.94,4,225,2,0,0,0,technical,low
9322,0,0,0.7,0.74,3,212,3,0,0,0,sales,low
3946,0,0,0.52,0.92,4,150,2,1,0,0,support,low
11985,0,0,0.72,0.64,4,192,3,0,0,0,sales,medium
8012,0,0,0.79,0.9,5,184,3,0,0,0,marketing,low
7245,0,0,0.75,0.96,4,150,2,0,0,0,product_mng,low
4185,0,0,0.95,0.72,3,168,5,0,0,0,IT,medium
11116,0,0,0.6,0.79,4,262,3,0,0,0,sales,low
12237,1,1,0.43,0.45,2,135,3,0,1,0,marketing,low
9230,0,0,0.87,0.76,5,182,3,0,0,0,RandD,medium
6705,0,0,0.63,0.79,2,206,5,0,0,0,product_mng,low
6034,0,0,0.76,0.58,4,188,3,0,0,0,technical,low
8320,0,0,0.72,1.0,4,151,2,0,0,0,RandD,low
9842,0,0,0.36,0.68,2,126,4,0,0,0,marketing,high
12665,1,1,0.75,0.85,5,267,5,0,1,0,support,low
10895,0,0,0.75,0.76,3,269,2,1,0,0,technical,medium
2749,0,0,0.91,0.59,5,162,2,0,0,0,sales,low
11923,0,0,0.83,0.8,3,240,8,0,0,0,sales,low
8617,0,0,0.3,0.76,5,224,2,0,0,0,product_mng,medium
6344,0,0,0.63,0.79,3,197,3,1,0,0,sales,low
10936,0,0,0.78,0.6,4,143,2,0,0,1,sales,medium
749,1,1,0.86,0.84,4,246,6,0,1,0,IT,low
5934,0,0,0.84,0.6,3,186,3,1,0,0,support,medium
8212,0,0,0.99,0.5,5,214,2,0,0,0,technical,low
9061,0,0,0.89,0.64,5,191,3,0,0,0,support,low
6673,0,0,0.75,0.75,4,266,3,0,0,0,hr,medium
1178,1,1,0.85,0.89,4,221,5,0,1,0,technical,low
12204,1,1,0.87,0.9,5,254,6,0,1,0,support,low
12029,1,1,0.38,0.5,2,132,3,0,1,0,accounting,low
600,1,1,0.77,0.98,5,259,6,0,1,0,product_mng,low
4008,0,0,0.69,0.99,3,198,2,0,0,0,technical,medium
5223,0,0,0.71,0.97,3,189,3,1,0,0,technical,high
6305,0,0,0.88,0.9,2,233,3,0,0,0,support,low
6627,0,0,0.61,0.59,3,162,2,1,0,0,IT,low
3054,0,0,0.64,0.42,5,283,5,0,0,0,marketing,low
13223,0,0,0.95,0.74,5,243,6,0,0,0,management,medium
12751,1,1,0.46,0.45,2,138,3,0,1,1,IT,low
14169,0,0,0.16,0.63,5,266,7,0,0,0,IT,low
13344,0,0,0.62,0.84,3,270,6,0,0,0,hr,medium
7657,0,0,0.75,0.76,3,171,4,0,0,0,sales,low
8940,0,0,0.58,0.98,3,175,3,0,0,0,sales,low
5259,0,0,0.92,0.8,4,263,4,0,0,0,RandD,low
9909,0,0,0.87,0.41,3,219,3,1,0,0,IT,low
11191,0,0,0.47,0.56,4,226,3,0,0,0,marketing,low
9389,0,0,0.8,0.86,3,226,2,0,0,0,accounting,medium
14530,1,1,0.4,0.46,2,130,3,0,1,0,sales,low
967,1,1,0.85,0.92,4,275,5,0,1,0,support,medium
13693,0,0,0.87,0.97,5,151,3,0,0,0,RandD,medium
5488,0,0,0.69,0.74,2,271,2,0,0,0,product_mng,low
3306,0,0,0.63,0.64,4,212,4,0,0,0,sales,medium
5115,0,0,0.78,0.45,3,253,6,0,0,1,support,medium
12227,1,1,0.44,0.54,2,149,3,0,1,0,hr,low
6459,0,0,0.16,0.64,6,143,5,1,0,0,support,low
14780,1,1,0.25,0.46,4,214,4,0,1,0,technical,medium
13276,0,0,0.43,0.96,3,109,6,0,0,0,technical,low
13836,0,0,0.68,0.97,3,250,3,1,0,0,product_mng,medium
148,1,1,0.84,0.88,4,263,5,1,1,0,marketing,low
160,1,1,0.1,0.95,7,301,4,0,1,0,marketing,low
8249,0,0,0.82,0.71,5,208,2,0,0,0,management,low
13782,0,0,0.79,0.56,3,149,10,0,0,0,product_mng,low
14879,1,1,0.41,0.49,2,147,3,0,1,0,sales,low
11253,0,0,0.94,0.52,3,273,3,0,0,0,product_mng,high
12755,1,1,0.37,0.48,2,160,3,0,1,0,product_mng,low
7746,0,0,0.55,0.49,2,180,5,1,0,0,technical,low
2457,0,0,0.65,0.52,5,149,3,0,0,0,sales,low
13314,0,0,0.77,0.81,4,164,3,0,0,0,technical,high
11355,0,0,0.98,0.58,4,133,3,0,0,0,sales,low
10173,0,0,0.62,0.77,3,204,4,0,0,0,sales,high
2088,0,0,0.57,0.51,2,152,2,0,0,0,accounting,medium
14990,1,1,0.89,0.88,5,228,5,1,1,0,support,low
1202,1,1,0.44,0.55,2,136,3,0,1,0,technical,medium
3847,0,0,0.96,0.61,3,271,2,0,0,0,hr,medium
14822,1,1,0.39,0.53,2,127,3,0,1,0,sales,medium
4384,0,0,0.48,0.77,3,197,3,0,0,0,hr,medium
510,1,1,0.44,0.48,2,146,3,0,1,0,support,low
13186,0,0,0.93,0.61,5,158,3,0,0,0,management,medium
66,1,1,0.43,0.54,2,153,3,0,1,0,product_mng,medium
8067,0,0,0.61,0.5,4,175,3,0,0,0,support,medium
8171,0,0,0.83,0.58,4,225,3,0,0,0,technical,low
11035,0,0,0.48,1.0,4,261,3,0,0,0,accounting,low
8432,0,0,0.64,0.5,3,146,3,0,0,0,technical,low
10335,0,0,0.14,0.43,2,238,3,0,0,0,hr,low
8058,0,0,0.6,0.49,5,259,4,0,0,0,technical,low
4641,0,0,0.62,0.53,5,169,3,0,0,0,IT,low
3334,0,0,0.99,0.96,5,261,3,0,0,0,support,high
8596,0,0,0.97,0.94,3,160,3,0,0,0,support,low
996,1,1,0.38,0.54,2,157,3,0,1,0,marketing,medium
7518,0,0,0.85,0.55,5,182,3,0,0,0,technical,low
10317,0,0,0.22,0.7,4,225,4,0,0,0,sales,medium
5760,0,0,0.98,0.78,3,197,2,0,0,0,hr,low
14794,1,1,0.44,0.56,2,145,3,0,1,0,support,medium
1029,1,1,0.1,0.82,6,272,4,0,1,0,technical,low
601,1,1,0.84,0.94,5,222,6,0,1,0,product_mng,low
6133,0,0,0.59,0.58,2,267,3,0,0,0,sales,medium
3533,0,0,0.66,0.48,4,229,4,0,0,0,sales,medium
14034,0,0,0.68,0.54,4,146,4,0,0,1,marketing,medium
11943,0,0,0.85,0.72,3,245,10,0,0,0,accounting,medium
4848,0,0,0.14,0.83,5,171,6,0,0,0,technical,medium
6013,0,0,0.8,0.89,2,166,3,0,0,0,technical,medium
1469,1,0,0.4,0.65,2,296,5,0,1,0,sales,medium
14684,1,1,0.42,0.56,2,149,3,0,1,0,sales,low
11418,0,0,0.75,0.99,2,237,5,1,0,0,product_mng,low
13462,0,0,0.78,0.5,5,247,4,0,0,0,product_mng,medium
689,1,1,0.87,1.0,4,228,5,0,1,0,support,medium
824,1,1,0.37,0.56,2,138,3,0,1,0,IT,low
14063,0,0,0.53,0.51,4,240,2,0,0,0,marketing,low
7929,0,0,0.49,0.87,3,212,2,0,0,0,product_mng,medium
174,1,1,0.7,0.53,2,274,4,0,1,0,sales,low
2609,0,0,0.63,0.99,3,247,3,0,0,0,sales,medium
2405,0,0,0.18,0.75,3,250,3,0,0,0,technical,medium
7139,0,0,0.98,0.53,5,238,3,0,0,0,technical,medium
12268,1,1,0.38,0.56,2,156,3,0,1,0,technical,low
9834,0,0,0.34,0.42,6,287,5,1,0,0,IT,low
2316,0,0,0.6,0.98,3,262,2,0,0,0,accounting,low
3775,0,0,0.7,0.71,5,269,3,0,0,0,technical,low
11712,0,0,0.75,0.66,5,234,2,0,0,0,management,high
8573,0,0,0.53,0.56,4,249,2,0,0,0,sales,medium
13009,0,0,0.6,0.66,4,132,4,0,0,0,technical,medium
7777,0,0,0.48,0.9,4,224,3,0,0,0,product_mng,low
1351,1,1,0.11,0.77,6,274,4,0,1,0,support,medium
2515,0,0,0.73,0.85,5,245,3,0,0,0,RandD,low
6392,0,0,0.9,0.92,3,139,3,0,0,0,technical,low
2754,0,0,0.53,0.81,3,253,3,0,0,0,marketing,medium
12381,1,1,0.38,0.46,2,145,3,0,1,0,hr,medium
9015,0,0,0.66,1.0,4,192,2,0,0,0,sales,low
8195,0,0,0.56,0.98,3,251,3,1,0,0,accounting,medium
1235,1,1,0.4,0.49,2,140,3,0,1,0,sales,medium
7754,0,0,0.5,0.74,5,256,3,1,0,0,support,medium
8151,0,0,0.39,0.87,5,257,5,1,0,0,IT,medium
6923,0,0,0.67,0.73,4,251,3,0,0,0,support,high
5015,0,0,0.56,0.64,3,270,3,0,0,0,support,medium
13455,0,0,0.82,0.82,3,164,3,0,0,0,technical,high
11338,0,0,0.94,0.65,4,213,2,1,0,0,IT,low
10757,0,0,0.73,0.99,3,241,3,0,0,0,RandD,low
3696,0,0,0.7,0.57,4,211,3,0,0,0,hr,high
5896,0,0,0.94,0.88,3,270,3,0,0,0,sales,medium
2905,0,0,0.69,0.9,2,155,2,0,0,0,technical,low
12786,0,0,0.59,0.73,2,230,3,0,0,0,technical,low
13831,0,0,0.63,0.65,3,190,10,0,0,0,sales,medium
484,1,1,0.38,0.52,2,145,3,0,1,0,sales,low
5279,0,0,0.62,0.92,4,198,2,0,0,0,sales,medium
11198,0,0,0.56,0.87,3,146,10,0,0,0,sales,low
7286,0,0,0.87,0.76,5,254,2,1,0,0,hr,low
5269,0,0,0.86,0.58,4,220,5,0,0,0,technical,low
9736,0,0,0.83,0.92,3,268,2,1,0,0,technical,medium
3874,0,0,0.67,0.57,2,234,4,0,0,0,management,low
4086,0,0,0.16,0.84,3,238,6,0,0,0,technical,medium
5929,0,0,0.52,0.8,2,144,4,0,0,0,support,low
4295,0,0,0.51,0.5,5,251,3,1,0,0,sales,low
2142,0,0,0.91,0.56,4,270,2,0,0,0,marketing,medium
14588,1,1,0.44,0.56,2,158,3,0,1,0,accounting,medium
8578,0,0,0.82,0.95,6,191,6,0,0,0,accounting,medium
11597,0,0,0.99,0.94,5,151,3,0,0,0,product_mng,medium
9928,0,0,0.54,0.9,3,206,3,0,0,0,technical,medium
12107,1,1,0.44,0.5,2,148,3,0,1,0,accounting,medium
6366,0,0,0.6,0.91,3,157,4,0,0,0,hr,medium
2750,0,0,0.91,0.67,2,255,4,0,0,0,accounting,low
1511,1,1,0.4,0.46,2,156,3,0,1,0,management,medium
3464,0,0,0.54,0.84,4,223,3,0,0,0,accounting,medium
3818,0,0,0.39,0.56,6,228,5,0,0,0,technical,medium
12011,1,1,0.11,0.81,6,305,4,0,1,0,sales,low
5879,0,0,0.74,0.56,3,203,3,0,0,0,sales,low
6968,0,0,0.85,0.97,4,210,2,0,0,0,sales,medium
178,1,1,0.37,0.51,2,127,3,0,1,0,sales,medium
7879,0,0,0.51,0.67,4,133,3,0,0,0,sales,medium
11884,0,0,0.61,0.49,3,275,2,0,0,0,product_mng,low
4980,0,0,0.89,0.74,4,174,2,0,0,0,sales,low
14435,1,1,0.4,0.56,2,149,3,0,1,0,accounting,low
13984,0,0,0.93,0.5,5,272,3,0,0,0,sales,low
10495,0,0,0.3,0.66,4,119,3,0,0,0,technical,low
8264,0,0,0.84,0.74,3,234,3,1,0,0,sales,medium
4549,0,0,0.9,0.78,5,215,3,0,0,1,technical,low
3911,0,0,0.86,0.96,4,196,3,0,0,0,sales,low
12166,1,1,0.43,0.55,2,129,3,0,1,0,sales,low
14525,1,1,0.1,0.81,6,268,4,0,1,0,marketing,low
7935,0,0,0.86,0.81,3,232,4,0,0,0,RandD,low
8551,0,0,0.88,0.59,4,240,2,0,0,0,sales,low
1473,1,1,0.09,0.96,6,245,4,0,1,0,sales,medium
12333,1,1,0.45,0.52,2,145,3,0,1,0,sales,medium
12577,1,1,0.57,0.72,4,275,6,0,1,0,technical,medium
14547,1,1,0.77,0.87,5,266,5,0,1,0,accounting,medium
7150,0,0,0.7,0.9,3,224,3,0,0,0,support,medium
4194,0,0,0.59,0.9,3,146,3,0,0,0,RandD,medium
7145,0,0,0.53,0.51,6,272,5,0,0,0,technical,medium
3203,0,0,0.48,0.95,3,184,2,0,0,0,RandD,high
2011,0,0,0.34,0.39,2,136,3,0,0,0,sales,medium
804,1,1,0.81,0.95,5,266,5,0,1,0,technical,medium
13327,0,0,0.6,0.79,4,262,3,0,0,0,sales,low
2430,0,0,0.93,0.53,3,200,3,1,0,0,product_mng,low
4121,0,0,0.19,0.5,5,126,3,1,0,0,RandD,medium
3319,0,0,0.59,0.72,3,188,3,1,0,0,technical,low
6816,0,0,0.74,0.86,5,153,2,0,0,0,sales,low
12727,1,1,0.43,0.57,2,160,3,0,1,0,technical,medium
4879,0,0,0.43,0.62,2,180,3,0,0,0,RandD,low
6255,0,0,0.57,0.42,4,154,5,0,0,0,RandD,high
10134,0,0,0.57,0.64,4,144,4,0,0,0,technical,low
7790,0,0,0.28,0.66,3,184,2,0,0,0,marketing,low
